ID;Parcela;Incendio;Especie Dominante;CBI Sotobosque;CBI Dosel;CBI Parcela;Geo CBI;CBI Par SS;GeoCBI Par SS;X;Y;MapX;MapY;Lat;Lon;NDVI2017;NDVI2018;NDVI2019;NDVI2020;NDWI2017;NDWI2018;NDWI2019;NDWI2020;NBR2017;NBR2018;NBR2019;NBR2020;B1_2017;B2_2017;B3_2017;B4_2017;B5_2017;B6_2017;B7_2017;B8_2017;B8_2017;B9_2017;B11_2017;B12_2017;B1_2018;B2_2018;B3_2018;B4_2018;B5_2018;B6_2018;B7_2018;B8_2018;B8A_2018;B9_2018;B11_2018;B12_2018;B1_2019;B2_2019;B3_2019;B4_2019;B5_2019;B6_2019;B7_2019;B8_2019;B8A_2019;B9_2019;B11_2019;B12_2019;B1_2020;B2_2020;B3_2020;B4_2020;B5_2020;B6_2020;B7_2020;B8_2020;B8A_2020;B9_2020;B11_2020;B12_2020
66;3;Nilahue Barahona;Eucaliptus ;1.25;1.88;1.41;1.25;0;0;1777;5361;244650;6190050;-34.399.484;-71.777.765;0.3448;0.1411;0.1051;0.162;0.3197;0.2093;0.1134;0.1379;0.4804;0.2886;0.1441;0.1618;-400.3824;-455.1553;-442.6211;-678.3625;-553.4645;754.4087;1388.2524;1536.401;1594.3029;1432.222;-986.8557;-1966.1313;-29.5601;-161.7218;-52.9328;-200.9327;-147.6083;480.5826;852.7357;1063.1332;1017.705;755.844;-667.2953;-970.2444;58.4271;-91.1271;-61.5694;-218.8199;-88.7352;475.5338;743.9362;680.5374;750.3701;593.1274;-323.5942;-425.1917;36.2527;-177.4574;-193.1503;-448.5798;-390.5593;367.3855;754.1055;535.2148;669.8479;548.3103;-600.765;-584.3261
67;4;Nilahue Barahona;Eucaliptus ;0.38;0.63;0.46;0.39;0;0;1747;5190;244350;6191760;-34.384.006;-71.780.516;0.1089;0.2545;0.2077;0.2169;0.1385;0.2402;0.273;0.2563;0.1829;0.3008;0.3135;0.3045;-14.5547;37.1929;102.4293;-108.3964;-59.7495;472.9857;751.9382;992.1683;766.8132;897.9465;5.946;-229.3706;-111.0628;-267.9336;-269.3275;-733.9392;-794.5405;165.5645;382.6309;689.4432;422.4302;604.3125;-1238.3076;-1186.0833;31.3106;-73.1483;21;-235.4541;-454.71;290.0804;476.101;1108.202;656.1228;667.8131;-843.3008;-756.8985;-72.3917;-197.0261;-173.6861;-527.177;-694.6164;170.1417;336.0173;734.4187;293.6555;491.0552;-1349.7112;-1160.3901
68;5;Nilahue Barahona;Espino ;0.22;3;0.92;0.87;0;0;1484;5134;241720;6192320;-34.378.309;-71.808.921;0.3565;0.1406;0.0495;0.0617;0.2795;0.1978;0.0939;0.098;0.4557;0.2773;0.1366;0.1391;-309.2723;-444.2545;-271.7634;-539.4127;-144.1438;1350.5237;1733.7942;1754.2666;1947.0582;1609.13;-138.5734;-1184.147;-54.654;-156.9627;21.4589;-206.4956;41.1422;674.0348;764.9485;1181.7124;874.438;820.4603;-396.0219;-729.7477;67.0152;-20.2791;140.4537;-12.7017;176.8781;648.2859;702.9739;788.1707;741.9468;747.6375;-61.1064;-292.1456;-44.6503;-100.5097;12.9895;-158.8512;-9.6813;480.8822;550.8162;384.333;459.7061;527.5647;-448.9528;-534.4907
69;4;Nilahue Barahona;Litre - Quillay - Boldo;0.99;1.31;1.07;1.18;0;0;1466;5159;241540;6192070;-34.380.516;-71.810.952;0.2864;0.1237;0.1104;0.1878;0.2147;0.1732;0.1209;0.1479;0.3255;0.2449;0.1568;0.1977;73.76;-217.5738;-28.9958;-281.2868;190.1813;1309.1498;1607.8398;1994.3168;1585.2236;1170.114;246.5328;-567.6128;228.4643;-13.3522;198.5709;-0.0658;290.3552;979.7706;1115.7021;1540.7369;1199.2975;502.4282;-79.4956;-563.8054;251.394;-9.71;111.4193;-113.815;152.9419;866.8243;967.488;1116.5037;796.2734;495.8945;-122.5693;-359.2202;170.1363;-110.571;34.5225;-392.1774;126.2125;920.8998;1011.9739;1169.3668;905.9257;421.718;-326.7056;-592.6241
70;3;Nilahue Barahona;Eucaliptus;1.17;1.17;1.17;0.98;0;0;1616;5915;243040;6184510;-34.448.986;-71.796.924;0.0218;-0.0043;0.0063;-0.0076;0.0561;0.121;0.0575;0.0582;0.0944;0.1529;0.0769;0.0688;-157.6462;207.855;277.8428;479.5526;199.8878;414.7615;644.5798;782.1606;441.8787;772.4958;117.3496;-221.663;-17.415;322.7001;604.4203;795.3256;36.1417;378.3864;575.3892;964.8777;478.512;620.1846;-330.4746;-573.8483;-102.6933;-233.7463;-56.2665;29.5952;-42.687;31.7112;-25.6577;215.8467;44.6545;74.8671;-417.3701;-529.3021;-60.9128;-31.8947;78.051;454.932;145.1577;-9.7988;165.7227;437.3206;154.0911;115.5209;-220.9922;-281.9401
71;5;Nilahue Barahona;Eucaliptus;1.58;1.75;1.64;1.56;0;0;1768;5409;244560;6189570;-34.403.785;-71.778.886;0.1154;-0.0001;-0.0052;0.034;0.0712;0.0124;-0.0049;0.0054;0.166;0.0581;0.0392;0.0408;83.1516;-19.5003;128.2093;84.6865;154.7258;689.5173;948.9562;1067.3373;1075.703;977.0776;519.9709;-458.3809;142.3457;-30.7322;95.2637;300.9578;229.9546;103.1995;227.8181;397.0132;379.1223;304.6218;304.0383;-183.2114;327.2616;229.2007;427.9276;652.8401;457.6472;507.4716;653.1536;748.2607;850.1162;800.6873;884.897;271.9667;23.1137;-49.7735;-71.2158;-35.2739;-13.5542;131.8186;279.8833;204.5435;425.1191;317.3223;164.2566;-195.7439
72;2;Nilahue Barahona;Eucaliptus - Pino;0.5;1.69;0.9;0.99;0;0;1629;5979;243170;6183870;-34.454.784;-71.795.702;0.2215;0.0378;0.0198;0.0445;0.1552;0.1037;0.0527;0.0726;0.3039;0.1881;0.1069;0.1262;-137.903;-221.6771;-191.4582;-287.6319;-82.0804;595.4368;793.3538;949.3621;903.0199;679.8998;-74.416;-950.9146;-9.0799;-39.8992;-0.4886;70.1003;-88.9699;197.0635;308.6711;395.0698;353.8998;428.2303;-393.9016;-780.7007;-59.7098;69.0978;109.053;151.8788;109.148;280.8335;412.772;437.6077;477.6383;304.5941;24.5594;-259.5995;-44.6938;22.8115;21.5924;57.5696;-98.6058;193.2721;384.5228;428.9309;349.2026;195.3893;-119.3396;-367.7021
73;6;Nilahue Barahona;Eucaliptus ;0.24;1.75;0.62;0.67;0;0;1675;5585;243630;6187810;-34.419.408;-71.789.520;0.0843;0.021;0.0225;0.0213;0.0585;-0.0161;0.0082;0.0077;0.1677;0.0152;0.0322;0.0395;2.5443;188.2296;277.1915;255.8944;222.7201;735.6525;905.4526;1074.6573;1102.7537;1105.6332;697.634;-409.3538;130.954;123.9169;107.7285;35.6648;118.428;6.1611;-25.7673;163.1699;213.5332;272.4727;367.7932;-2.5605;260.5478;295.7947;407.3476;377.746;357.5073;443.5748;491.5392;736.7102;619.4109;669.2578;753.3745;325.7168;220.3337;212.6865;288.512;266.5848;196.4435;419.9889;543.6248;545.2813;697.6135;685.6616;535.1487;113.8773
74;5;Nilahue Barahona;Esclerófilo - Eucaliptus - Pino;0.68;1.06;0.78;0.91;0;0;1615;5902;243030;6184640;-34.447.813;-71.796.993;0.1794;0.0115;-0.0194;0.0148;0.1659;0.0221;-0.0231;0.0036;0.3046;0.0903;0.017;0.0403;-140.0323;-113.8085;4.8802;-36.8876;190.6529;753.3066;946.9324;1062.5801;1071.7307;946.7145;110.7118;-724.5547;8.0043;-42.9921;24.8517;79.2403;102.7601;156.8549;190.7534;321.748;381.2246;533.7542;145.302;-247.4237;65.9732;51.577;144.0921;193.5114;225.5978;228.2656;353.5822;323.1855;446.4917;487.806;420.8099;100.9797;39.6074;5.6041;10.5798;36.7587;22.226;162.618;317.559;251.0197;363.8136;363.2164;199.7709;-45.5991
75;cali1;Nilahue Barahona;Pino;0;0;0;0;0;0;1069;3285;237570;6210810;-34.210.720;-71.848.375;-0.0164;-0.0217;-0.0226;-0.0151;-0.0288;-0.054;-0.06;-0.0369;-0.038;-0.0543;-0.0627;-0.058;151.7676;52.9368;79.0259;86.1003;82.5818;198.1125;218.9329;331.6033;287.7556;230.416;250.0807;187.6041;117.6743;-19.8346;91.6909;112.3483;156.796;301.2386;307.3611;566.1338;345.5212;378.2014;417.5197;266.0204;135.9257;6.5195;87.4379;115.4168;161.4149;381.4159;438.5781;525.2246;394.3977;455.2097;426.8872;283.3427;197.3622;28.1245;82.9655;93.1935;115.8062;336.1875;478.0226;513.5981;416.8599;464.4165;340.7087;269.3718
76;cali2;Nilahue Barahona;Pino;0;0;0;0;0;0;1307;4527;239950;6198390;-34.323.191;-71.826.313;-0.0361;-0.0872;-0.0837;-0.047;-0.0424;-0.1035;-0.1155;-0.0581;-0.0475;-0.1164;-0.1252;-0.0883;173.1213;143.0355;221.9238;265.8147;233.5607;321.4388;432.3594;406.5276;428.5183;447.6699;513.0563;368.7546;199.3783;168.0583;319.6526;413.6458;389.7739;337.6405;236.5403;294.0107;231.8667;338.6519;780.9429;604.9911;250.7662;214.7744;333.6964;415.7832;448.6949;365.1067;392.4448;309.9822;405.8123;453.8494;844.6167;639.4859;249.1413;134.2319;213.436;271.4704;212.1118;243.2792;339.9678;206.5615;180.1421;287.8472;499.7603;478.6927
